transaction_id,order_date,customer_id,customer_email,credit_card,territory,product_category,sales_channel,payment_method,quantity,unit_price,gross_amount,legacy_status,source_system
LEG-000372,2022/08/22 18:00:00,81554,customer81554@retail.org,5567772266025626,DE,groceries,mobile,wire,4,1248.87,,manual_review,erp
LEG-000373,17-07-2023 08:00,75185,customer75185@retail.org,4705115794238736,FR,sports,store,cash,5,392.84,1964.20 GBP,unknown,erp
LEG-000374,2023/03/04 07:00:00,18273,customer18273@legacy.local,5748595325939933,DE,sports,web,cash,6,15.58,€93.46,unknown,crm
LEG-000375,2022-03-02,46203,customer46203@mail.net,5824575983399140,PT,books,store,wire,-1,593.50,EUR 3560.98,pending,pos
LEG-000376,01/06/2022,65236,customer65236@retail.org,4474397429250105,FR,groceries,partner,card,8,49.77,398.15 USD,ok,pos
LEG-000377,2022-13-16,15161,customer15161@legacy.local,4315551651768086,DE,books,web,wire,1,4416.88,USD 4416.88,ok,crm
LEG-000378,27/08/2022,72743,customer72743@mail.net,5084706810390339,FR,books,store,wire,4,54.19,216.76 EUR,unknown,pos
LEG-000379,2022/09/20 10:00:00,30953,customer30953@retail.org,5707986321061339,FR,groceries,mobile,paypal,10,417.49,£4174.94,pending,crm
LEG-000380,2023/05/27 23:00:00,33713,customer33713@retail.org,4778943191009004,FR,groceries,mobile,card,4,1075.62,4302.49 EUR,unknown,crm
LEG-000381,06/11/2022,48989,customer48989@example.com,4720113798440971,PT,fashion,partner,card,2,1926.68,USD 3853.37,ok,crm
LEG-000382,01/10/2022,46905,customer46905@legacy.local,4096873045195778,UK,groceries,mobile,paypal,4,898.94,€3595.76,manual_review,pos
LEG-000383,23-11-2023 17:00,98166,customer98166@example.com,4557782058295829,PT,fashion,web,cash,8,469.94,,ok,crm
LEG-000384,not_available,31587,customer31587@retail.org,5395613723081721,FR,fashion,store,wire,11,336.35,,ok,pos
LEG-000385,2023/04/09 03:00:00,99192,,5565346997990707,ES,fashion,partner,card,5,72.26,361.32 USD,manual_review,crm
LEG-000386,2022-04-05,21380,customer21380@retail.org,5397054873961029,ES,fashion,web,wire,9,264.11,2376.98 USD,ok,pos
LEG-000387,,74369,customer74369@mail.net,4137730626042359,PT,groceries,web,card,8,109.22,£873.72,manual_review,pos
LEG-000388,2023-02-30,78835,customer78835@example.com,5111457683210219,PT,books,store,paypal,6,748.16,£4488.96,ok,crm
LEG-000389,2022-13-12,27460,customer27460@example.com,5980425373377731,IT,books,web,wire,7,533.50,EUR 3734.48,manual_review,crm
LEG-000390,19-08-2022 08:00,64199,customer64199@example.com,5035679327986239,DE,fashion,web,cash,6,699.94,EUR 4199.66,unknown,pos
LEG-000391,12-09-2023 10:00,54758,customer54758@retail.org,4751758891444498,FR,books,mobile,paypal,9,169.00,$1520.97,unknown,pos
LEG-000392,2023/12/06 09:00:00,34687,customer34687@mail.net,5982143395275367,IT,sports,mobile,paypal,3,1280.91,$3842.73,ok,crm
LEG-000393,21-08-2023 08:00,74887,customer74887@legacy.local,5791766512215001,IT,home,web,cash,9,252.95,,ok,pos
LEG-000394,2022/08/14 19:00:00,47249,customer47249@mail.net,4089532638902199,FR,electronics,web,wire,4,537.97,USD 2151.86,pending,pos
LEG-000395,2023-01-31,50434,customer50434@example.com,5726960843768550,IT,fashion,mobile,paypal,10,217.88,GBP 2178.79,manual_review,erp
LEG-000396,25-08-2022 12:00,45932,customer45932@example.com,4170695560767616,PT,sports,partner,wire,5,249.52,1247.58 GBP,pending,crm
LEG-000397,2022-04-05,39960,,5724264236428131,IT,groceries,mobile,paypal,3,151.47,EUR 454.41,ok,crm
LEG-000398,21/07/2023,33426,customer33426@legacy.local,4524808806220722,IT,books,store,cash,8,334.01,EUR 2672.10,ok,crm
LEG-000399,25-11-2023 12:00,47644,customer47644@retail.org,5996486287203195,ES,fashion,partner,cash,8,,USD 2306.56,pending,batch_import
LEG-000400,24-05-2022 20:00,68974,customer68974@legacy.local,4747677537260321,ES,fashion,partner,card,12,360.56,GBP 4326.66,manual_review,crm
LEG-000401,2022/05/30 23:00:00,76416,,4850765975954508,DE,fashion,web,card,2,416.95,833.90 USD,manual_review,pos
LEG-000402,2022-10-10,35733,,4369362689430120,DE,home,partner,wire,7,67.21,€470.48,unknown,batch_import
LEG-000403,05/12/2022,83212,customer83212@mail.net,4306745847609441,IT,home,mobile,cash,12,228.49,£2741.89,manual_review,batch_import
LEG-000404,not_available,20633,customer20633@example.com,5267055143776936,PT,books,mobile,paypal,10,N/A,USD 1216.26,ok,crm
LEG-000405,2023-12-16,80827,customer80827@example.com,4245591024510910,PT,fashion,partner,card,2,1072.79,2145.57 GBP,unknown,erp
LEG-000406,12/06/2023,44076,,5277584466345337,,electronics,web,wire,12,65.93,€791.18,unknown,pos
LEG-000407,2023/11/16 21:00:00,67060,customer67060@legacy.local,4526351004627765,FR,groceries,partner,paypal,11,186.58,GBP 2052.35,unknown,batch_import
LEG-000408,2022/09/03 16:00:00,53850,customer53850@legacy.local,5005595501783325,UK,sports,partner,wire,3,248.37,745.10 EUR,unknown,batch_import
LEG-000409,01/05/2023,63390,customer63390@mail.net,4744039464083037,ES,electronics,store,cash,,1474.33,2948.65 GBP,unknown,crm
LEG-000410,29-04-2022 07:00,80004,customer80004@mail.net,4061537012424462,PT,sports,web,paypal,5,N/A,GBP 3308.14,pending,crm
LEG-000411,2022/07/03 03:00:00,41398,customer41398@example.com,5817941515263840,IT,electronics,web,wire,5,66.92,£334.58,unknown,crm
LEG-000412,17-02-2023 06:00,66675,customer66675@example.com,4787655300730950,FR,fashion,web,paypal,9,58.04,522.33 EUR,ok,erp
LEG-000413,2022/05/03 19:00:00,82299,customer82299@legacy.local,,FR,fashion,web,card,6,605.15,GBP 3630.89,ok,pos
LEG-000414,2022-07-07,53749,,5881898484160461,FR,home,web,card,2,797.49,EUR 1594.97,manual_review,pos
LEG-000415,11/09/2022,30815,customer30815@example.com,,PT,fashion,mobile,paypal,9,328.48,2956.32 GBP,unknown,pos
LEG-000416,2023-10-26,26337,customer26337@retail.org,5292913203301623,ES,groceries,mobile,card,5,,€3535.99,pending,erp
LEG-000417,2023/01/23 21:00:00,58333,customer58333@retail.org,,ES,books,store,wire,7,232.70,EUR 1628.93,manual_review,crm
LEG-000418,07/11/2022,18558,customer18558@mail.net,5427372037638821,FR,groceries,web,paypal,6,489.08,USD 2934.49,ok,crm
LEG-000419,24/07/2023,42020,customer42020@retail.org,4205869507321464,FR,groceries,partner,paypal,11,344.54,€3789.90,ok,pos
LEG-000420,2023-13-18,79794,customer79794@example.com,4360376811872333,ES,books,partner,card,4,417.62,USD 1670.48,unknown,erp
LEG-000421,not_available,42809,customer42809@legacy.local,4736511893940655,IT,electronics,web,card,9,439.62,EUR 3956.54,pending,erp
LEG-000422,2023-04-06,48666,customer48666@example.com,,PT,home,partner,card,11,209.72,2306.97 EUR,unknown,batch_import
LEG-000423,05-04-2023 13:00,79841,customer79841@mail.net,4036468719120381,DE,books,mobile,card,4,826.07,EUR 3304.28,ok,crm
LEG-000424,23/09/2022,54448,,5323182971681572,,electronics,web,card,2,1313.88,2627.75 EUR,ok,crm
LEG-000425,,22879,customer22879@example.com,5561844421829987,IT,electronics,mobile,wire,9,244.19,£2197.70,manual_review,batch_import
LEG-000426,03/01/2022,13440,customer13440@retail.org,5158482669136248,FR,electronics,store,paypal,1,225.51,225.51 USD,ok,batch_import
LEG-000427,2023-07-26,63763,customer63763@legacy.local,4401648188044287,PT,fashion,mobile,card,10,301.25,3012.50 GBP,manual_review,pos
LEG-000428,2022-11-11,94565,customer94565@legacy.local,4586314417064625,FR,electronics,mobile,cash,12,279.09,3349.13 USD,pending,pos
LEG-000429,2023/01/22 09:00:00,13049,customer13049@mail.net,,UK,sports,mobile,wire,8,418.12,3344.98 USD,unknown,pos
LEG-000430,03-04-2022 03:00,39082,customer39082@retail.org,4809339137326530,ES,electronics,partner,paypal,2,2017.24,4034.49 GBP,ok,crm
LEG-000431,24-08-2023 03:00,13482,customer13482@example.com,4365774491609365,FR,electronics,web,paypal,1,4986.33,4986.33 GBP,unknown,crm
LEG-000432,2023-02-30,62035,customer62035@legacy.local,4399821374556114,UK,groceries,store,wire,6,441.96,,unknown,crm
LEG-000433,2023-13-22,74536,customer74536@example.com,,UK,home,mobile,paypal,7,668.33,USD 4678.28,manual_review,crm
LEG-000434,2022/05/27 19:00:00,65636,customer65636@mail.net,4134808735437882,PT,sports,web,card,11,346.95,3816.44 GBP,ok,pos
LEG-000435,11-08-2023 05:00,18498,customer18498@mail.net,4699969964899718,IT,books,partner,wire,5,803.48,,unknown,erp
LEG-000436,29-10-2022 04:00,24202,customer24202@retail.org,4690872617607234,UK,books,mobile,paypal,4,232.21,928.85 USD,pending,crm
LEG-000437,11-11-2023 03:00,10402,,4695826418696561,,fashion,partner,card,7,640.97,4486.77 EUR,unknown,pos
LEG-000438,2023/02/13 17:00:00,43021,customer43021@mail.net,4027300869661016,ES,home,store,card,5,843.46,,unknown,crm
LEG-000439,01-07-2022 20:00,52125,customer52125@retail.org,4534407779462072,DE,books,mobile,paypal,,39.48,276.35 GBP,manual_review,batch_import
LEG-000440,,84110,,4337312552356178,,home,web,card,10,,€3497.91,pending,pos
LEG-000441,2022-05-05,85161,customer85161@mail.net,4295026480164403,UK,electronics,partner,cash,7,697.47,$4882.28,pending,erp
LEG-000442,2023-08-27,93763,customer93763@legacy.local,5298579736383182,FR,sports,mobile,cash,8,,465.88 GBP,manual_review,batch_import
LEG-000443,17-02-2023 15:00,69450,customer69450@legacy.local,,FR,fashion,web,paypal,1,2394.21,EUR 2394.21,ok,erp
LEG-000444,2023/07/25 18:00:00,69863,customer69863@legacy.local,5802205093869484,FR,sports,web,card,1,3776.04,GBP 3776.04,manual_review,crm
LEG-000445,05/05/2023,81299,customer81299@example.com,5461917798768299,IT,home,mobile,paypal,7,287.32,,unknown,crm
LEG-000446,2022-02-23,91946,customer91946@mail.net,5695790012482554,IT,books,partner,wire,6,660.51,3963.06 GBP,pending,erp
LEG-000447,2022-07-19,45291,customer45291@mail.net,5152857256292693,PT,books,store,card,4,987.18,3948.73 GBP,manual_review,pos
LEG-000448,not_available,74177,customer74177@retail.org,,IT,sports,mobile,paypal,7,371.01,$2597.08,ok,pos
LEG-000449,27/06/2022,52960,customer52960@retail.org,4367500942141052,IT,electronics,partner,card,4,253.87,,unknown,erp
LEG-000450,2023/02/16 05:00:00,83112,customer83112@retail.org,5986787442275854,FR,fashion,store,paypal,6,713.83,USD 4282.98,unknown,crm
LEG-000451,2022-05-20,66112,customer66112@legacy.local,,PT,fashion,mobile,card,1,4927.00,£4927.00,manual_review,batch_import
LEG-000452,28-03-2023 23:00,39109,customer39109@legacy.local,4582543183281231,IT,groceries,web,paypal,11,192.57,,ok,erp
LEG-000453,20-12-2022 00:00,36733,customer36733@retail.org,4722577545847262,ES,books,web,cash,8,448.64,€3589.14,ok,erp
LEG-000454,14-04-2023 21:00,94596,customer94596@legacy.local,,FR,books,mobile,wire,2,1173.26,USD 2346.52,pending,pos
LEG-000455,23-10-2023 14:00,64771,customer64771@legacy.local,5430954497912799,PT,fashion,web,wire,12,51.26,615.17 GBP,manual_review,crm
LEG-000456,2023-13-16,52844,customer52844@example.com,5608320048797888,DE,home,store,paypal,9,77.30,USD 695.69,pending,crm
LEG-000457,2023-13-11,60836,customer60836@mail.net,4391029295014374,UK,electronics,mobile,card,10,322.88,3228.81 EUR,manual_review,crm
LEG-000458,2022-06-05,62142,customer62142@retail.org,4019111661220190,UK,groceries,partner,wire,3,82.28,£246.84,pending,batch_import
LEG-000459,2023-10-29,11757,customer11757@legacy.local,5211408682509522,DE,books,mobile,paypal,8,412.92,USD 3303.38,ok,erp
LEG-000460,2023-08-21,55251,customer55251@legacy.local,4243658585642304,UK,electronics,mobile,cash,12,53.78,$645.38,pending,batch_import
LEG-000461,2022-03-29,91189,customer91189@retail.org,4481554203403010,DE,books,partner,paypal,12,26.02,£312.29,unknown,pos
LEG-000462,2022-05-21,42256,,4181030683176417,,electronics,web,paypal,2,630.08,EUR 1260.15,unknown,crm
LEG-000463,10/09/2022,15564,,4458474362130096,IT,groceries,store,cash,2,1022.95,USD 2045.89,ok,crm
LEG-000464,27-03-2023 08:00,36262,customer36262@retail.org,4591832700046661,FR,electronics,web,card,3,1012.26,£3036.78,ok,crm
LEG-000465,2022/03/11 22:00:00,40926,customer40926@example.com,4520499809497698,UK,electronics,mobile,cash,9,302.41,2721.67 USD,unknown,crm
LEG-000466,2022/10/21 01:00:00,23051,customer23051@legacy.local,4562389949919701,FR,fashion,mobile,card,8,93.31,746.46 USD,pending,crm
LEG-000467,2022/01/29 20:00:00,30756,customer30756@example.com,4359989897211708,IT,groceries,web,card,11,300.50,USD 3305.48,pending,crm
LEG-000468,2022/08/27 18:00:00,56668,customer56668@retail.org,4004806757123691,DE,groceries,web,wire,12,217.68,GBP 2612.12,manual_review,erp
LEG-000469,2023/05/04 21:00:00,85837,customer85837@example.com,4141961560783274,UK,home,store,cash,11,428.78,4716.63 USD,manual_review,erp
LEG-000470,18-10-2023 09:00,89265,customer89265@retail.org,5960478421702851,PT,sports,mobile,cash,12,385.96,4631.50 EUR,pending,pos
LEG-000471,23-03-2023 04:00,75773,customer75773@retail.org,5991609114131935,IT,home,mobile,cash,1,1143.62,GBP 1143.62,unknown,erp
LEG-000472,2022-04-07,43359,customer43359@legacy.local,5472419165034409,ES,groceries,partner,card,9,178.83,1609.48 USD,ok,crm
LEG-000473,2022-03-23,82240,customer82240@legacy.local,4664869893969874,DE,groceries,web,paypal,5,146.31,USD 731.57,ok,crm
LEG-000474,05-05-2023 11:00,99066,customer99066@example.com,,IT,sports,web,cash,11,,907.00 GBP,unknown,erp
LEG-000475,2023/01/21 12:00:00,42796,customer42796@retail.org,5056420456577580,FR,home,mobile,card,5,179.75,$898.74,manual_review,erp
LEG-000476,2022/02/25 03:00:00,64884,customer64884@mail.net,4062212242767746,FR,fashion,web,card,5,N/A,1685.85 EUR,unknown,batch_import
LEG-000477,26-08-2023 16:00,80366,customer80366@retail.org,,UK,home,web,wire,8,10.00,$79.99,unknown,batch_import
LEG-000478,22/06/2022,70450,customer70450@mail.net,4854540064454752,ES,home,mobile,cash,11,252.07,£2772.77,ok,batch_import
LEG-000479,23/10/2023,37037,customer37037@retail.org,4886217508019630,UK,electronics,partner,wire,5,N/A,EUR 1218.27,unknown,erp
LEG-000480,12-03-2022 22:00,93148,customer93148@retail.org,4652444544608385,DE,home,partner,card,,411.43,GBP 3702.83,ok,erp
LEG-000481,31-01-2023 19:00,77173,customer77173@legacy.local,4457927147246301,IT,fashion,store,wire,9,367.45,3307.05 GBP,manual_review,erp
LEG-000482,2023-10-24,23527,customer23527@retail.org,4932880983221010,PT,electronics,web,cash,2,379.49,758.98 EUR,manual_review,batch_import
LEG-000483,06/04/22,48728,customer48728@mail.net,4198074682354695,,home,web,cash,7,135.83,,unknown,pos
LEG-000484,2023-02-30,67348,customer67348@retail.org,4106541134078516,IT,books,partner,card,6,,£4171.29,manual_review,erp
LEG-000485,29-09-2023 12:00,80031,customer80031@example.com,5888917879150596,DE,books,partner,cash,,362.94,,ok,erp
LEG-000486,19/06/2023,56990,,4809521755851777,ES,home,partner,paypal,11,206.86,2275.49 EUR,pending,pos
LEG-000487,30-09-2022 05:00,62797,customer62797@mail.net,4704542185457056,,books,mobile,wire,7,671.45,EUR 4700.13,ok,crm
LEG-000488,16/04/2023,54849,customer54849@mail.net,5282895400178822,UK,electronics,mobile,cash,1,2052.99,£2052.99,ok,batch_import
LEG-000489,2022-04-04,83722,customer83722@legacy.local,4152610537092300,DE,groceries,web,card,1,3209.19,3209.19 GBP,ok,pos
LEG-000490,25-05-2022 18:00,48408,customer48408@legacy.local,5529447161982734,ES,groceries,web,card,11,,1138.88 USD,manual_review,erp
LEG-000491,04/01/2023,48898,customer48898@mail.net,4680648606739834,IT,books,store,wire,12,89.22,£1070.61,manual_review,erp
LEG-000492,not_available,16956,customer16956@retail.org,5156239209085510,UK,electronics,web,wire,8,278.79,2230.35 EUR,manual_review,crm
LEG-000493,01/04/2023,28654,customer28654@legacy.local,5953541201227595,,fashion,web,card,5,329.21,£1646.03,unknown,batch_import
LEG-000494,20/05/2023,14193,customer14193@legacy.local,4595031006493403,IT,sports,store,wire,1,2193.12,,unknown,crm
LEG-000495,01/11/2023,90403,customer90403@mail.net,4595205610067990,DE,books,web,card,4,1137.43,4549.74 USD,pending,batch_import
LEG-000496,2023/11/10 06:00:00,26424,customer26424@mail.net,,PT,sports,store,wire,4,896.17,€3584.70,pending,crm
LEG-000497,2022-08-13,85062,,4906053088684302,ES,fashion,partner,wire,3,1171.26,3513.77 EUR,unknown,batch_import
LEG-000498,07/04/2023,83737,customer83737@example.com,,DE,electronics,mobile,card,9,309.40,USD 2784.64,ok,erp
LEG-000499,,32052,customer32052@example.com,,IT,books,partner,cash,10,49.94,USD 499.38,ok,pos
LEG-000500,15/07/2023,89150,customer89150@retail.org,5540182272002839,PT,home,mobile,wire,2,2145.55,$4291.11,pending,erp
LEG-000501,2023-08-15,24379,customer24379@legacy.local,4203042322775213,,home,web,cash,6,,USD 334.86,ok,pos
LEG-000502,,67667,customer67667@legacy.local,,ES,groceries,store,card,6,381.22,EUR 2287.31,ok,batch_import
LEG-000503,2023-03-04,58089,customer58089@retail.org,5219865504944407,DE,groceries,store,wire,6,338.71,,manual_review,erp
LEG-000504,01/05/2022,32143,customer32143@mail.net,5258542188087991,DE,home,store,card,7,275.68,USD 1929.78,unknown,erp
LEG-000505,,46927,customer46927@legacy.local,5303115876054576,IT,fashion,store,cash,3,1578.81,£4736.44,unknown,erp
LEG-000506,07-02-2023 12:00,58590,customer58590@example.com,5212545080959481,PT,books,mobile,paypal,5,564.75,$2823.77,pending,crm
LEG-000507,2022-05-20,69401,customer69401@mail.net,4404893326145430,DE,fashion,mobile,card,5,870.25,,ok,batch_import
LEG-000508,23-03-2022 11:00,31890,customer31890@example.com,5523542687447017,PT,groceries,web,cash,2,357.37,€714.73,manual_review,batch_import
LEG-000509,not_available,99386,customer99386@example.com,4527810558000272,ES,sports,partner,wire,4,,1622.95 USD,ok,erp
LEG-000510,18/06/2022,92253,customer92253@retail.org,5286209297352595,UK,home,mobile,wire,-1,434.02,3472.17 USD,pending,erp
LEG-000511,2023-02-30,72086,customer72086@retail.org,5076108708269718,PT,electronics,web,cash,4,864.37,3457.49 USD,pending,erp
LEG-000512,2023/03/22 22:00:00,74617,customer74617@retail.org,5742233222801944,FR,groceries,mobile,wire,11,302.98,,pending,pos
LEG-000513,2023-13-06,61067,customer61067@example.com,5413075384185201,DE,groceries,web,paypal,11,110.45,£1215.00,manual_review,crm
LEG-000514,15/09/22,72409,customer72409@example.com,5411955640919693,DE,sports,mobile,card,6,,,pending,batch_import
LEG-000515,2023-13-24,19321,customer19321@legacy.local,,DE,fashion,mobile,card,11,283.24,3115.63 EUR,manual_review,crm
LEG-000516,29-09-2023 15:00,85599,customer85599@mail.net,4943191654308952,,electronics,web,paypal,9,535.48,$4819.35,unknown,batch_import
LEG-000517,24-05-2022 13:00,10902,customer10902@retail.org,5764979741636560,,fashion,mobile,paypal,1,3556.28,,manual_review,pos
LEG-000518,13/10/2023,70870,customer70870@retail.org,4059702551282763,PT,sports,store,paypal,2,1104.85,$2209.69,pending,pos
LEG-000519,2022/09/21 02:00:00,48293,customer48293@example.com,4934497439464088,,sports,partner,wire,5,745.58,3727.92 EUR,unknown,crm
LEG-000520,02/04/23,11045,customer11045@example.com,4754853465579220,ES,books,partner,paypal,10,498.85,4988.54 GBP,ok,crm
LEG-000521,2022/07/28 23:00:00,56631,customer56631@retail.org,5359570861993145,PT,sports,partner,cash,2,268.82,GBP 537.65,pending,pos
LEG-000522,19/05/2022,63398,customer63398@mail.net,4463104379686800,UK,groceries,mobile,paypal,11,72.01,792.07 EUR,ok,batch_import
LEG-000523,2022-11-06,71055,customer71055@legacy.local,5022894665275233,PT,home,web,wire,,1321.16,GBP 1321.16,pending,crm
LEG-000524,11-03-2022 23:00,43244,customer43244@retail.org,,PT,groceries,store,cash,8,,USD 2044.42,ok,erp
LEG-000525,04/04/2022,86221,customer86221@legacy.local,5076487177546199,PT,electronics,partner,paypal,1,4048.45,4048.45 USD,manual_review,erp
LEG-000526,2023/09/06 01:00:00,18400,customer18400@retail.org,5482373379121211,ES,books,web,wire,6,150.58,903.49 GBP,ok,crm
LEG-000527,2023/10/07 07:00:00,73534,customer73534@example.com,5529517122276433,PT,sports,store,wire,1,1460.28,1460.28 USD,unknown,batch_import
LEG-000528,10/12/2023,35598,customer35598@mail.net,5048878995047020,IT,books,store,card,1,3701.49,€3701.49,manual_review,pos
LEG-000529,2022/08/03 05:00:00,62069,customer62069@retail.org,,IT,groceries,store,wire,11,194.41,€2138.56,pending,crm
LEG-000530,27/08/2022,97141,customer97141@retail.org,5206615498085133,PT,electronics,web,paypal,7,501.02,EUR 3507.15,ok,crm
LEG-000531,2022-10-31,32661,customer32661@mail.net,,FR,home,web,card,6,651.94,£3911.64,manual_review,batch_import
LEG-000532,16-10-2023 12:00,52898,customer52898@mail.net,,UK,sports,mobile,paypal,7,554.40,€3880.81,ok,crm
LEG-000533,2023/08/26 19:00:00,30109,customer30109@example.com,4180036660200053,IT,books,partner,wire,7,,,pending,pos
LEG-000534,30-12-2022 17:00,40794,customer40794@legacy.local,4076862763328389,UK,home,mobile,cash,1,2751.42,GBP 2751.42,manual_review,erp
LEG-000535,01/01/2022,66892,customer66892@legacy.local,4188352791875067,ES,fashion,store,wire,,1381.49,2762.99 GBP,unknown,erp
LEG-000536,2022-04-30,71222,customer71222@mail.net,5983845720266568,PT,sports,web,wire,7,433.64,3035.46 GBP,pending,pos
LEG-000537,10/01/2022,97970,customer97970@example.com,5296694179967080,IT,groceries,partner,paypal,11,198.05,£2178.60,ok,erp
LEG-000538,2022/09/06 09:00:00,49618,customer49618@legacy.local,4649804450928605,ES,electronics,mobile,cash,8,70.89,567.16 USD,ok,crm
LEG-000539,2023-06-17,80076,customer80076@legacy.local,,DE,electronics,web,card,6,694.77,4168.65 GBP,manual_review,crm
LEG-000540,2022-01-18,88176,customer88176@mail.net,4784679087018726,,groceries,mobile,cash,4,445.67,€1782.68,unknown,pos
LEG-000541,13-11-2023 10:00,15670,customer15670@mail.net,4622155996725622,PT,electronics,store,wire,5,394.00,GBP 1970.01,unknown,batch_import
LEG-000542,30-11-2022 11:00,49790,customer49790@mail.net,,PT,groceries,mobile,card,11,246.20,GBP 2708.21,pending,batch_import
LEG-000543,2022/09/10 19:00:00,45481,customer45481@mail.net,,ES,electronics,web,paypal,9,298.08,$2682.68,manual_review,erp
LEG-000544,2023/03/25 16:00:00,56743,customer56743@example.com,5159497344930537,ES,electronics,mobile,cash,5,772.60,3863.02 GBP,pending,batch_import
LEG-000545,25/07/2023,76326,customer76326@retail.org,4048625152174653,UK,books,web,card,3,892.35,$2677.06,pending,pos
LEG-000546,23-01-2023 05:00,21484,customer21484@example.com,4362999466450999,ES,electronics,web,paypal,8,459.68,3677.43 GBP,unknown,erp
LEG-000547,2022/10/25 09:00:00,87915,customer87915@retail.org,5997957285759582,UK,books,web,wire,9,227.88,2050.95 GBP,ok,erp
LEG-000548,not_available,93794,customer93794@mail.net,5514367286811230,IT,fashion,web,card,8,380.52,USD 3044.14,unknown,pos
LEG-000549,04/11/2023,12970,customer12970@example.com,4552866933515880,DE,electronics,store,wire,-1,369.07,GBP 3690.75,pending,crm
LEG-000550,not_available,79813,customer79813@mail.net,5090858181045024,DE,electronics,store,cash,10,63.26,EUR 632.62,pending,pos
LEG-000551,2022-13-05,84494,customer84494@mail.net,5154731566397925,ES,sports,mobile,cash,6,205.08,1230.50 GBP,pending,batch_import
LEG-000552,2023/10/28 12:00:00,30762,customer30762@legacy.local,4644161019753584,,sports,web,card,7,389.40,EUR 2725.79,ok,pos
LEG-000553,2022/04/15 08:00:00,65341,customer65341@retail.org,4953096906764909,IT,sports,partner,paypal,9,75.10,675.93 USD,pending,pos
LEG-000554,2023-04-10,27797,customer27797@retail.org,4164034398818738,UK,books,mobile,wire,2,2115.03,$4230.06,ok,erp
LEG-000555,17-07-2022 16:00,91617,customer91617@example.com,4625420412319057,ES,sports,web,card,6,761.03,4566.16 GBP,unknown,crm
LEG-000556,,58658,customer58658@retail.org,5122487098726496,PT,fashion,store,wire,4,,GBP 4989.16,pending,batch_import
LEG-000557,2022-11-09,91508,customer91508@retail.org,5028672020095366,ES,home,partner,card,,65.71,GBP 262.83,ok,batch_import
LEG-000558,2023-04-18,83804,customer83804@legacy.local,4722113869087167,,sports,store,paypal,1,4828.66,USD 4828.66,ok,batch_import
LEG-000559,2022/05/29 07:00:00,50159,customer50159@legacy.local,4160252394120944,DE,fashion,mobile,cash,1,1228.17,1228.17 EUR,unknown,pos
LEG-000560,2023-04-22,71646,customer71646@legacy.local,5598516021191589,ES,fashion,partner,paypal,11,186.17,2047.83 USD,manual_review,batch_import
LEG-000561,2023/06/23 08:00:00,17705,customer17705@example.com,,DE,groceries,mobile,cash,9,504.41,€4539.73,pending,pos
LEG-000562,,45444,customer45444@retail.org,,,books,partner,wire,-1,2247.99,2247.99 USD,ok,crm
LEG-000563,2022-09-16,84465,customer84465@example.com,,UK,books,web,cash,2,2498.18,,ok,pos
LEG-000564,2022-13-08,25563,customer25563@example.com,5458294203401535,FR,electronics,partner,paypal,12,371.01,4452.14 GBP,unknown,batch_import
LEG-000565,2022-05-22,17034,customer17034@legacy.local,4822387940262085,ES,groceries,store,wire,9,53.55,USD 481.98,manual_review,pos
LEG-000566,,55146,customer55146@example.com,4851816125590461,ES,home,mobile,card,1,N/A,4978.75 EUR,pending,erp
LEG-000567,05-08-2023 23:00,33039,customer33039@example.com,4048507665344604,PT,fashion,mobile,paypal,3,335.51,€1006.52,pending,crm
LEG-000568,2022/11/13 15:00:00,92040,customer92040@legacy.local,5176822512726708,DE,fashion,store,cash,12,409.61,4915.26 USD,manual_review,batch_import
LEG-000569,30/04/2023,45332,customer45332@example.com,5006184897422354,FR,groceries,partner,cash,5,790.32,3951.58 EUR,manual_review,pos
LEG-000570,2022/06/26 00:00:00,31446,customer31446@mail.net,4119738818273063,FR,sports,mobile,card,10,N/A,$1787.80,manual_review,pos
LEG-000571,2022/07/06 02:00:00,22889,customer22889@mail.net,,UK,books,partner,card,1,4083.71,EUR 4083.71,ok,batch_import
LEG-000572,2022-03-24,89218,customer89218@example.com,5131719786016259,ES,sports,web,paypal,1,4562.53,£4562.53,ok,crm
LEG-000573,2023-02-30,54659,customer54659@legacy.local,5807279037161608,ES,fashion,mobile,wire,9,124.57,£1121.17,unknown,batch_import
LEG-000574,2022-02-11,35947,customer35947@example.com,5808557800244323,PT,electronics,partner,card,4,607.10,2428.40 GBP,unknown,batch_import
LEG-000575,30-11-2023 21:00,12611,customer12611@example.com,5215016426107033,UK,sports,mobile,paypal,8,243.47,1947.72 GBP,pending,erp
LEG-000576,11-01-2022 09:00,75980,customer75980@example.com,5302151675864633,IT,home,store,card,1,334.46,€334.46,manual_review,batch_import
LEG-000577,11/03/2023,74301,customer74301@mail.net,4281775123959781,FR,groceries,web,cash,10,253.03,€2530.29,manual_review,pos
LEG-000578,2023-01-02,70630,customer70630@retail.org,5156478370317543,PT,sports,web,paypal,1,2345.48,$2345.48,ok,erp
LEG-000579,2022/06/01 14:00:00,61698,customer61698@example.com,5420763271353867,PT,home,mobile,cash,7,489.69,,ok,pos
LEG-000580,2022/06/30 01:00:00,61561,customer61561@legacy.local,5089273961597640,UK,sports,partner,cash,4,739.66,£2958.65,unknown,pos
